timestamp,location,wind_speed_mps,wind_direction_deg,temperature_c,humidity_percent,precip_inches,gdd,cdd,hdd
2021-11-01 00:00:00,Avon,10.602745902290494,194.47494432450924,4.845322697173529,66.65603094774289,0.09754873248996046,0.0,0,13.154677302826471
2021-11-01 00:00:00,Madison,6.351874087223372,247.43144823244918,3.3901044479537172,75.77693733067582,0.0,0.0,0,14.609895552046282
2021-11-01 00:00:00,Perry,9.863709564939235,228.27441384255664,4.923558930519553,77.27066643845899,0.06639683037995729,0.0,0,13.076441069480447
2021-11-01 00:15:00,Avon,6.354539971429819,63.62216726082393,6.162496728908471,72.64917205368599,0.0,0.0,0,11.837503271091528
2021-11-01 00:15:00,Madison,10.991316767111288,251.596900665475,11.520588069136819,70.65045042450437,0.0,0.5213865958926706,0,6.479411930863181
2021-11-01 00:15:00,Perry,4.991391614285721,121.97239534754888,3.4848597388183573,66.07730675676042,0.0,0.0,0,14.515140261181642
2021-11-01 00:30:00,Avon,10.887440006339386,184.0209963129302,-2.098713577694383,75.56804535005591,0.0,0.0,0,20.098713577694383
2021-11-01 00:30:00,Madison,7.301153733431661,246.66041202181177,1.564867228404931,78.9094210063695,0.0,0.0,0,16.435132771595068
2021-11-01 00:30:00,Perry,9.052077891542941,197.70230503753226,7.898820441177186,63.416788693721756,0.0,0.0,0,10.101179558822814
2021-11-01 00:45:00,Avon,7.156680394103011,270.57586343005516,1.1923408444593178,60.049368926731965,0.0,0.0,0,16.807659155540684
2021-11-01 00:45:00,Madison,6.258294557444197,260.3014464713918,11.946671978177324,61.573768170492954,0.14836721892241642,1.7815118618251233,0,6.053328021822676
2021-11-01 00:45:00,Perry,6.7655892995215305,29.155213507250153,2.4274561812779587,60.52117931950345,0.0,0.0,0,15.57254381872204
2021-11-01 01:00:00,Avon,7.890614144531983,218.75184296165168,-2.022405388577938,67.8838373976874,0.0,0.0,0,20.022405388577937
2021-11-01 01:00:00,Madison,4.2542077903042355,339.44535037386703,6.3842903375504125,64.32261420729638,0.0,0.0,0,11.615709662449587
2021-11-01 01:00:00,Perry,9.381122218783378,52.31866637424816,11.00526631967147,74.390746745821,0.0,0.9631924835457087,0,6.99473368032853
2021-11-01 01:15:00,Avon,5.230309997817894,14.52619187544553,6.983184214670762,77.66125377720793,0.0,0.050638091685789234,0,11.01681578532924
2021-11-01 01:15:00,Madison,5.127088442138638,121.50610061689271,11.66972599163786,67.46577476737552,0.0,1.8749325691246879,0,6.3302740083621405
2021-11-01 01:15:00,Perry,5.465838895630775,295.16032563212326,9.0288578605927,72.30724356230085,0.0,0.0,0,8.9711421394073
2021-11-01 01:30:00,Avon,8.316958570584479,126.32762900640427,6.515266302917751,66.51941860844104,0.0,0.0,0,11.484733697082248
2021-11-01 01:30:00,Madison,6.160304195074666,7.513930705285219,6.1347193940074884,65.39469582958162,0.0,0.0,0,11.865280605992512
2021-11-01 01:30:00,Perry,10.222553175457048,2.6311292643554696,8.801741572746518,79.18736184684374,0.0,0.32255161096558815,0,9.198258427253482
2021-11-01 01:45:00,Avon,7.030454632208688,37.59798488246976,6.5839131175948795,70.8784055399378,0.0,0.0,0,11.416086882405121
2021-11-01 01:45:00,Madison,9.7147879328282,354.183038803267,4.802622675338572,74.22821593691344,0.0,0.0,0,13.197377324661428
2021-11-01 01:45:00,Perry,7.170253087134014,135.2010643033424,11.128893133800448,61.02980009415223,0.0,0.8398418208827869,0,6.871106866199552
2021-11-01 02:00:00,Avon,10.249973794105323,127.38049544724899,5.582078976493146,72.40042155611759,0.0,0.0,0,12.417921023506853
2021-11-01 02:00:00,Madison,4.6109499231107,129.46887033652183,2.913304344427845,61.51249381466582,0.0,0.0,0,15.086695655572155
